Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
5066-GFJMM,1,United States,California,Eureka,95501,"40.796621, -124.15428",40.796621,-124.15428,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service
2661-GKBTK,1,United States,California,Eureka,95503,"40.737431, -124.108897",40.737431,-124.108897,Male,No,Yes,Yes,60,Yes,No,DSL,No,Yes,No
0458-HEUZG,1,United States,California,Alderpoint,95511,"40.166028, -123.584144",40.166028000000004,-123.584144,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes
7268-WNTCP,1,United States,California,Blocksburg,95514,"40.309088, -123.668201",40.309088,-123.668201,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service
0824-VWDPO,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.01525500000001,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No
8409-WQJUX,1,United States,California,Arcata,95521,"40.839958, -124.003757",40.839958,-124.00375700000001,Female,No,No,No,25,No,No phone service,DSL,No,No,Yes
2578-JQPHZ,1,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,Male,No,No,No,44,Yes,No,Fiber optic,No,No,Yes
3278-FSIXX,1,United States,California,Blue Lake,95525,"40.94338, -123.831799",40.94338,-123.831799,Female,No,No,No,2,Yes,No,DSL,No,No,No
9746-UGFAC,1,United States,California,Carlotta,95528,"40.497283, -123.93037",40.497283,-123.93037,Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service
2946-KIQSP,1,United States,California,Crescent City,95531,"41.701223, -124.003393",41.701223,-124.00339299999999,Female,No,No,No,35,No,No phone service,DSL,No,No,Yes
0625-AFOHS,1,United States,California,Ferndale,95536,"40.4785, -124.301372",40.4785,-124.301372,Female,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service
6726-WEXXK,1,United States,California,Fields Landing,95537,"40.726949, -124.217378",40.726949,-124.217378,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes
4636-OLWOE,1,United States,California,Fortuna,95540,"40.584991, -124.121504",40.584990999999995,-124.121504,Male,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes
4685-ERGHK,1,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.79414399999999,Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No
0885-HMGPY,1,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.06332900000001,Male,No,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes
5003-OKNNK,1,United States,California,Hoopa,95546,"41.163637, -123.704841",41.163637,-123.70484099999999,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service
7208-PSIHR,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813000000004,-124.03501100000001,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes
4012-ZTHBR,1,United States,California,Kneeland,95549,"40.664483, -123.865325",40.664483000000004,-123.865325,Female,No,Yes,Yes,21,Yes,No,DSL,No,No,No
0489-WMEMG,1,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458,Female,No,No,Yes,23,Yes,No,DSL,No,No,No
7435-ZNUYY,1,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952000000004,-124.240051,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service
1354-YZFNB,1,United States,California,Mad River,95552,"40.390301, -123.412327",40.390301,-123.412327,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service
2985-FMWYF,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.80591299999999,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No
2812-ENYMO,1,United States,California,Orick,95555,"41.336354, -124.044354",41.336354,-124.044354,Male,No,No,No,26,No,No phone service,DSL,Yes,No,No
2717-HVIZY,1,United States,California,Orleans,95556,"41.269521, -123.546958",41.269521000000005,-123.546958,Female,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service
3422-GALYP,1,United States,California,Phillipsville,95559,"40.184094, -123.745487",40.184094,-123.74548700000001,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No
2890-WFBHU,1,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes
0327-WFZSY,1,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes
7977-HXJKU,1,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,Male,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service
7033-CLAMM,1,United States,California,Somes Bar,95568,"41.444606, -123.471895",41.444606,-123.47189499999999,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service
4023-RTIQM,1,United States,California,Redcrest,95569,"40.363446, -123.835041",40.363446,-123.83504099999999,Female,Yes,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes
0864-FVJNJ,1,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes
7356-IWLFW,1,United States,California,Weott,95571,"40.310119, -123.909449",40.310119,-123.909449,Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No
9541-PWTWO,1,United States,California,Willow Creek,95573,"40.949012, -123.655847",40.949011999999996,-123.655847,Female,No,No,No,52,Yes,Yes,DSL,No,No,Yes
3967-VQOGC,1,United States,California,Leggett,95585,"39.873371, -123.741474",39.873371,-123.741474,Female,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service
7872-RDDLZ,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175,Female,Yes,No,No,67,Yes,Yes,DSL,No,Yes,No
6308-CQRBU,1,United States,California,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes
0186-CAERR,1,United States,California,Auburn,95603,"38.912881, -121.082766",38.912881,-121.08276599999999,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes
3043-SUDUA,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.54003600000001,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service
5442-BHQNG,1,United States,California,Brooks,95606,"38.809804, -122.241383",38.809804,-122.24138300000001,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No
2169-RRLFW,1,United States,California,Capay,95607,"38.681651, -122.130569",38.681651,-122.130569,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service
5872-OEQNH,1,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011,Female,No,No,No,60,No,No phone service,DSL,Yes,No,Yes
3162-KKZXO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.69508,-121.271616,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes
8873-GLDMH,1,United States,California,Courtland,95615,"38.311609, -121.554034",38.311609000000004,-121.554034,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No
5696-JVVQY,1,United States,California,Davis,95616,"38.508735, -121.678813",38.508734999999994,-121.67881299999999,Female,No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes
8946-BFWSG,1,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.68555900000001,Male,No,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service
0547-HURJB,1,United States,California,Dixon,95620,"38.392821, -121.799917",38.392821000000005,-121.799917,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service
8904-OPDCK,1,United States,California,Citrus Heights,95621,"38.69549, -121.307864",38.69549,-121.307864,Male,Yes,Yes,No,54,No,No phone service,DSL,No,No,No
8845-LWKGE,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.84260900000001,Female,No,Yes,Yes,30,Yes,No,DSL,No,No,Yes
0691-NIKRI,1,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes
5022-JNQEQ,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.12719299999999,Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No
3249-VHRIP,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484000000005,-120.704613,Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes
3736-BLEPA,1,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,Male,No,No,No,28,Yes,No,Fiber optic,No,Yes,No
4701-LKOZD,1,United States,California,Foresthill,95631,"39.031876, -120.811141",39.031876000000004,-120.81114099999999,Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes
6603-QWSPR,1,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,Female,No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes
9921-QFQUL,1,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.83766899999999,Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes
1929-ZCBHE,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.78551399999999,Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes
4378-MYPGO,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333000000004,-120.897718,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes
4129-LYCOI,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Female,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No
7798-JVXYM,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.12388600000001,Female,No,No,No,14,Yes,No,DSL,No,No,No
8647-SDTWQ,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No
2696-ECXKC,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Female,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No
2081-KJSQF,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
3323-CPBWR,1,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.76586599999999,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes
3384-CTMSF,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes
0902-RFHOF,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service
6048-QBXKL,1,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.96186599999999,Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No
7718-RXDGG,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No
1025-FALIX,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788897999999996,-121.608624,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No
3451-VAWLI,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service
3407-QGWLG,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736684999999994,-121.25198400000001,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service
2347-WKKAE,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Male,No,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes
8735-DCXNF,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.04379899999999,Male,No,Yes,No,10,Yes,No,DSL,Yes,No,No
3214-IYUUQ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Female,No,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No
1936-UAFEH,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.27111399999998,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No
3587-PMCOY,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.79521299999999,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes
1027-LKKQQ,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.89161399999999,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes
7148-XZPHA,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No
5309-TAIKL,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Female,No,No,No,7,Yes,No,DSL,No,No,Yes
6856-RAURS,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.48253600000001,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No
8778-LMWTJ,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No
9717-IOAAF,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.23697299999999,Male,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service
2845-KDHVX,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,Female,No,Yes,No,64,Yes,No,DSL,No,Yes,Yes
0848-SOMKO,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.96309199999999,Male,No,No,No,70,No,No phone service,DSL,Yes,No,Yes
6734-FQAJX,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.58665900000001,Male,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No
1535-VTJOQ,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service
6368-TZZDT,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133000000004,-121.920151,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service
0943-ZQPXH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.02456799999999,Male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes
1293-BSEUN,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902000000005,-120.603668,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service
1302-TPUBN,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.59328700000002,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service
2378-VTKDH,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes
0927-CNGRH,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153000000001,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service
8608-OZTLB,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.98881399999999,Male,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes
2335-GSODA,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748315999999996,-120.67551200000001,Male,No,No,Yes,23,No,No phone service,DSL,Yes,No,Yes
1952-DVVSW,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.89401399999998,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service
6656-GULJQ,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes
9853-JFZDU,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Female,No,Yes,No,35,Yes,No,DSL,No,Yes,No
3777-XROBG,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service
6994-FGRHH,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539,Male,No,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes
4000-VGMQP,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.45341599999999,Male,No,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes
3999-WRNGR,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,Female,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,No
3466-RITXD,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No
2680-XKKNJ,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,Female,No,No,No,8,Yes,No,DSL,Yes,Yes,No
2974-GGUXS,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No
7994-XIRTR,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Male,Yes,No,No,54,Yes,No,DSL,No,No,Yes
2101-RANCD,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.05563400000001,Female,No,No,No,55,Yes,Yes,Fiber optic,No,No,No
7921-BEPCI,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No
8510-TMWYB,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Female,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes
3258-ZKPAI,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes
1428-IEDPR,1,United States,California,Sacramento,95816,"38.574856, -121.46504",38.574856,-121.46503999999999,Male,No,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes
5298-GSTLM,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,Female,Yes,No,No,60,Yes,Yes,Fiber optic,Yes,No,No
4450-YOOHP,1,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.49581699999999,Female,No,No,No,39,No,No phone service,DSL,No,No,Yes
6728-CZFEI,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.43750700000001,Female,No,No,No,15,Yes,No,DSL,No,No,No
3653-NCRDJ,1,United States,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.38365800000001,Male,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service
6121-TNHBO,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.49518400000001,Female,Yes,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes
5119-NZPTV,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No
6519-ZHPXP,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295000000004,-121.439819,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes
3472-QPRCH,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Male,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service
8224-UAXBZ,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549184999999994,-121.32838600000001,Female,No,Yes,No,58,No,No phone service,DSL,Yes,Yes,No
9610-WCESF,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.39580500000001,Male,No,No,No,67,No,No phone service,DSL,Yes,No,No
2486-WYVVE,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,Yes
3865-ZYKAD,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.52944699999999,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No
1422-DGUBX,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.49685500000001,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,No
2999-AANRQ,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,Female,No,No,No,21,Yes,No,DSL,Yes,Yes,No
8668-KNZTI,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209000000006,-121.52446,Male,No,No,No,52,Yes,No,DSL,Yes,No,Yes
0480-KYJVA,1,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service
9746-YKGXB,1,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.44243300000001,Male,No,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes
3926-YZVVX,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660441999999996,-121.346321,Female,No,No,No,41,Yes,No,DSL,No,No,No
6000-UKLWI,1,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848000000001,Male,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service
6332-FBZRI,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826000000004,-121.376263,Male,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes
2096-XOTMO,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service
3266-FTKHB,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125310999999996,-121.392283,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service
8221-EQDGL,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828000000004,-120.84138600000001,Male,No,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes
2346-LOCWC,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982372999999995,-122.047751,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service
0298-XACET,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,Male,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes
7560-QJAVJ,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201,Female,No,No,No,70,Yes,No,DSL,Yes,No,Yes
2995-YWTCD,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334000000004,-121.32059699999999,Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service
9137-UIYPG,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.93637199999999,Female,No,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes
2809-ZMYOQ,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.09928700000002,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,Yes
5084-OOVCJ,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,No
0254-WWRKD,1,United States,California,Challenge,95925,"39.461768, -121.195825",39.461768,-121.195825,Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No
7727-SHVZV,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333000000001,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service
5339-PXDVH,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836000000001,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No
2205-LPVGL,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.05076299999999,Male,Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No
8782-NUUOL,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.95780500000001,Male,No,No,No,60,Yes,No,DSL,Yes,No,Yes
7601-WFVZV,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service
4609-KNNWG,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service
4868-AADLV,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.77795900000001,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes
9529-OFXHY,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No
2669-QVCRG,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028000000006,-121.49416799999999,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,No,No
2478-EEWWM,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,Male,No,Yes,No,59,No,No phone service,DSL,No,No,No
9174-IHETN,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.86883600000002,Female,No,No,Yes,50,Yes,No,Fiber optic,No,No,No
2233-TXSIU,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.194539,-120.98806599999999,Male,No,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes
9644-UMGQA,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19583999999999,Male,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No
3256-EZDBI,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160385999999995,-120.83542800000001,Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No
0419-YAAPX,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.13796200000002,Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No
0872-CASZJ,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",39.732766999999996,-122.042298,Male,No,Yes,No,59,Yes,Yes,DSL,Yes,No,No
4726-DLWQN,1,United States,California,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77696999999999,Male,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No
8164-OCKUJ,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.58437099999999,Female,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service
3094-JOJAI,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No
9494-MRNYX,1,United States,California,Meadow Valley,95956,"39.937017, -121.058043",39.937017,-121.058043,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No
2599-CZABP,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.83263799999999,Male,No,Yes,No,14,Yes,No,DSL,No,No,No
7945-PRBVF,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service
4544-RXFMG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No
